Product,Price,Link,Rating,Brand,Age Range,Ingredients,Sales
"Dave's Pet Food Bland Diet Dog Food (Chicken & Rice), Easy to Digest, Gluten-Free Canned Wet Dog Food for Sensitive Stomach, Dave's Dog Food, 13.2 Ounce (Pack of 12)",$37.99,https://www.amazon.com/Daves-Pet-Food-Restricted-Delicate/dp/B07VD3T9MB/ref=sr_1_29?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-29,4.5 out of 5 stars,Dave's Pet Food,Adult,"Chicken, Water Sufficient for Processing, Brewers Rice, Guar Gum, Potassium Chloride, Minerals (Calcium Carbonate, Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selelnite, Potassium Iodide, Cobalt Proteinate), Natural Flavor, Salt, Carrageenan, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, L-Ascorbyl-2-Polyphosphate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement)",900+ bought in past month
"Blue Buffalo Life Protection Formula Adult Small Breed Dry Dog Food, Supports High Energy Needs, Made with Natural Ingredients, Chicken & Brown Rice Recipe, 15-lb Bag",$41.98,https://www.amazon.com/Blue-Buffalo-Protection-Formula-Natural/dp/B003O7ZON4/ref=sr_1_30?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-30,4.7 out of 5 stars,Blue Buffalo,Adult,,10K+ bought in past month
"Taste of the Wild High Prairie Canine Grain-Free Recipe with Roasted Bison and Venison Adult Dry Dog Food, Made with High Protein from Real Meat and Guaranteed Nutrients and Probiotics 28lb",Price unavailable,https://www.amazon.com/Taste-Wild-Protein-Prairie-Premium/dp/B07L97GQW5/ref=sr_1_31?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-31,4.7 out of 5 stars,Taste of the Wild,Adult,"Water buffalo, lamb meal, chicken meal, sweet potatoes, peas, pea flour, chicken fat (preserved with mixed tocopherols), egg product, roasted bison, roasted venison, beef, natural flavor, tomato pomace, ocean fish meal, salt, choline chloride, taurine, dried chicory root, tomatoes, blueberries, raspberries, yucca schidigera extract, dried Lactobacillus plantarum fermentation product, dried Bacillus subtilis fermentation product, dried Lactobacillus acidophilus fermentation product, dried Enterococcus faecium fermentation product, dried Bifidobacterium animalis fermentation product, vitamin E supplement, iron proteinate, zinc proteinate, copper proteinate, ferrous sulfate, zinc sulfate, manganese sulfate, copper sulfate, potassium iodide, thiamine mononitrate, manganese proteinate, ascorbic acid, vitamin A supplement, biotin, niacin, calcium pantothenate, sodium selenite, pyridoxine hydrochloride, vitamin B12 supplement, riboflavin, vitamin D3 supplement, folic acid. Contains a source of live (viable), naturally occurring microorganisms.",Sales unavailable
"Wellness Core Grain Free Small Breed Mini Meals Chunky Variety Pack, 3 oz (Pack of 12)",$19.98,https://www.amazon.com/Wellness-Grain-Small-Chunky-Variety/dp/B07MZL9LC7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-32,4.5 out of 5 stars,Wellness,Adult,"Chicken & Chicken Liver: Chicken, Chicken Broth, Water Sufficient for Processing, Potato Starch, Chicken Liver, Egg, Tapioca Starch, Natural Flavor, Salt, Tricalcium Phosphate, Sunflower Oil, Guar Gum, Magnesium Sulfate, Vitamins [Vitamin E Supplement, Thiamine Hydrochloride, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, d-Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement], Potassium Chloride, Choline Chloride, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Sodium Selenite, Potassium Iodide. Chicken & Tuna: Chicken, Chicken Broth, Water Sufficient for Processing, Potato Starch, Tuna, Chicken Liver, Egg, Tapioca Starch, Natural Flavor, Salt, Tricalcium Phosphate, Sunflower Oil, Guar Gum, Magnesium Sulfate, Vitamins [Vitamin E Supplement, Thiamine Hydrochloride, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, d-Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement], Potassium Chloride, Choline Chloride, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Sodium Selenite, Potassium Iodide.",900+ bought in past month
"Purina Friskies Wet Cat Food Variety Pack, Shreds With Beef, Turkey and Cheese Dinner, Chicken and Salmon Dinner, and With Ocean Whitefish and Tuna - (Pack of 40) 5.5 oz. Cans",$29.49,https://www.amazon.com/Purina-Friskies-Shreds-Gravy-Variety/dp/B07CX9STN3/ref=sr_1_33?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-33,4.6 out of 5 stars,Purina,Adult,"Chicken & Salmon Dinner In Gravy: Water, Chicken, Wheat Gluten, Meat By-Products, Liver, Turkey, Corn Starch-Modified, Soy Flour, Salmon, Artificial And Natural Flavors, Tricalcium Phosphate, MINERALS [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Taurine, Salt, Choline Chloride, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. G612022; Turkey & Cheese Dinner In Gravy: Water, Meat By-Products, Turkey, Wheat Gluten, Chicken, Corn Starch-Modified, Soy Flour, Cheese, Artificial And Natural Flavors, Sodium Caseinate, Vegetable Oil, Tricalcium Phosphate, Corn Starch, MINERALS [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Salt, Taurine, Dried Whey, Choline Chloride, Non-Fat Milk, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. H612122; With Ocean Whitefish & Tuna In Sauce: Water, Chicken, Wheat Gluten, Liver, Meat By-Products, Ocean Whitefish, Corn Starch-Modified, Soy Flour, Tuna, Artificial And Natural Flavors, Tricalcium Phosphate, MINERALS [Potassium Chloride, Magnesium Proteinate, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Taurine, Choline Chloride, Salt, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. G612422; With Beef In Gravy: Water, Liver, Chicken, Beef, Wheat Gluten, Turkey, Fish, Corn Starch-Modified, Soy Flour, Artificial And Natural Flavors, Tricalcium Phosphate, MINERALS [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Taurine, Salt, Choline Chloride, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. G612222",20K+ bought in past month
"Hill's Science Diet Small & Mini, Adult 1-6, Small & Mini Breeds Premium Nutrition, Dry Dog Food, Chicken & Brown Rice, 15.5 lb Bag",$55.99,https://www.amazon.com/HillS-Science-Diet-Chicken-Recipe/dp/B003CL6Q84/ref=sr_1_34?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-34,4.8 out of 5 stars,Hill's Science Diet,Adult 1-6,"Chicken, Brown Rice, Whole Grain Wheat, Whole Grain Corn, Brewers Rice, Chicken Meal, Whole Grain Sorghum, Chicken Fat, Soybean Meal, Chicken Liver Flavor, Corn Gluten Meal, Pork Liver Flavor, Flaxseed, Lactic Acid, Soybean Oil, Potassium Chloride, L-Lysine, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Pumpkin, Choline Chloride, DL-Methionine, Calcium Carbonate, Taurine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, L-Carnitine, Beta-Carotene.",10K+ bought in past month
Purina Pro Plan Sport Performance 30/20 Chicken and Rice Formula High Protein Dog Food - 37.5 lb. Bag,$55.98,https://www.amazon.com/Purina-Pro-Plan-Performance-Formula/dp/B000633ONQ/ref=sr_1_35?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-35,4.7 out of 5 stars,Purina Pro Plan,All Life Stages,"Chicken, Corn Gluten Meal, Rice, Beef Fat Preserved With Mixed-Tocopherols, Poultry By-Product Meal, Whole Grain Corn, Corn Germ Meal, Dried Egg Product, Fish Meal, Natural Flavor, Fish Oil, Mono And Dicalcium Phosphate, Calcium Carbonate, Potassium Chloride, Salt, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], L-Lysine Monohydrochloride, Choline Chloride, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Magnesium Sulfate, L-Ascorbyl-2-Polyphosphate (Vitamin C), Garlic Oil. Z446121",6K+ bought in past month
"Nutrish Rachael Ray Dish Premium Natural Dry Dog Food with Added Vitamins, Minerals & Taurine, Chicken & Brown Rice Recipe with Veggies & Fruit, 11.5 Pound Bag",$28.39,https://www.amazon.com/Rachael-Ray-Nutrish-Chicken-Veggies/dp/B01AHOMAQA/ref=sr_1_36?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-36,4.6 out of 5 stars,Nutrish,All Life Stages,"Chicken, Chicken Meal, Dried Peas, Brown Rice, Brewers Rice, Pea Protein, Poultry Fat (preserved With Mixed Tocopherols), Whole Flaxseed, Dried Plain Beet Pulp, Natural Flavor, Dried Apples, Dried Carrots, Whole Dried Potato, Salt, Dicalcium Phosphate, Vitamins (vitamin E Supplement, Ascorbic Acid (source Of Vitamin C), Niacin, Vitamin A Supplement, Thiamine Mononitrate , D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Biotin, Vitamin D3 Supplement), Potassium Chloride, Menhaden Fish Oil (preserved With Mixed Tocopherols), Taurine, Minerals (ferrous Sulfate, Zinc Sulfate, Copper Sulfate, Sodium Selenite, Manganese Sulfate, Calcium Iodate), Glycerin, Choline Chloride, Sunflower Oil, Lactic Acid, Paprika Extract (color), Brown Sugar, Zinc Sulfate, Citric Acid (preservative), Rosemary Extract.",2K+ bought in past month
"Pedigree Complete Nutrition Adult Small Dog Dry Dog Food, Grilled Steak and Vegetable Flavor, 14 lb. Bag",$16.98,https://www.amazon.com/PEDIGREE-Complete-Nutrition-Grilled-Vegetable/dp/B09RP8SS41/ref=sr_1_37?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-37,4.7 out of 5 stars,Pedigree Dry Food,Adult,"Ground Whole Grain Corn, Chicken By-Product Meal (Source Of Glucosamine & Chondroitin Sulfate), Corn Gluten Meal, Animal Fat (Source Of Omega 6 Fatty Acids [Preserved With BHA/Citric Acid]), Meat And Bone Meal, Soybean Meal, Ground Whole Grain Wheat, Natural Flavor, Brewers Rice, Salt, Calcium Carbonate, Monocalcium Phosphate, Potassium Chloride, Choline Chloride, Dried Peas, DL-Methionine, Natural Grilled Steak Flavor, Vitamin E Supplement, Zinc Sulfate, L-Tryptophan, Red 40, Yellow 6, Dried Carrots, Niacin [Vitamin B3], Blue 2, Yellow 5, D-Calcium Pantothenate [Source Of Vitamin B5], Copper Sulfate, Sodium Selenite, Potassium Iodide, Vitamin A Supplement, Riboflavin Supplement [Vitamin B2], Vitamin B12 Supplement, Thiamine Mononitrate [Vitamin B1], Vitamin D3 Supplement, Pyridoxine Hydrochloride [Vitamin B6], Folic Acid.",10K+ bought in past month
"Purina Friskies Wet Cat Food Variety Pack, Oceans of Delight Flaked and Prime Filets - (Pack of 40) 5.5 oz. Cans",$30.48,https://www.amazon.com/Purina-Friskies-Variety-Oceans-Delight/dp/B07K9CCRW2/ref=sr_1_38?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-38,4.6 out of 5 stars,Friskies,Adult,"Tasty Treasures With Chicken & Tuna In Gravy: Water, Meat By-Products, Wheat Gluten, Chicken, Soy Flour, Corn Starch-modified, Tuna, Artificial And Natural Flavors, Sodium Caseinate, Tricalcium Phosphate, Vegetable Oil, Vegetable Starch-modified, Corn Starch, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Salt, Dried Whey, Added Color, Sodium Phosphate, Taurine, Trisodium Phosphate, Choline Chloride, Scallop Flavor, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Sorbic Acid (A Preservative). A615419; Tasty Treasures With Ocean Fish In Sauce: Water, Chicken, Liver, Meat By-Products, Wheat Gluten, Soy Flour, Ocean Fish, Corn Starch-Modified, Artificial And Natural Flavors, Bacon, Tricalcium Phosphate, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Added Color, Taurine, Salt, Choline Chloride, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Calcium Chloride. C615818; Indoor Flaked Ocean Whitefish Dinner: Water, Ocean Whitefish, Wheat Gluten, Poultry, Rice, Powdered Cellulose, Corn Starch-Modified, Spinach, Meat By-Products, Liver, Artificial And Natural Flavors, Soy Flour, Tricalcium Phosphate, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Added Color, Taurine, Choline Chloride, Salt, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Red 3. I608318; Prime Filets With Ocean Whitefish & Tuna In Sauce: Water, Liver, Wheat Gluten, Meat By-Products, Ocean Whitefish, Chicken, Soy Flour, Tuna, Corn Starch-Modified, Artificial And Natural Flavors, Tricalcium Phosphate, Minerals [Potassium Chloride, Mono And Dicalcium Phosphate, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Added Color, Salt, Taurine, Choline Chloride, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Red 3. F611418",10K+ bought in past month
Purina Fancy Feast Seafood Classic Pate Collection Grain Free Wet Cat Food Variety Pack - (Pack of 30) 3 oz. Cans,$23.19,https://www.amazon.com/Fancy-Feast-Sea-Variety-Pack/dp/B00JT3TP1O/ref=sr_1_39?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-39,4.7 out of 5 stars,Purina,Adult,"Cod, Fish , Liver, meat by-product, fish borth, sole shrimp, artificial and natural flavors, added color, guar gum, tricalcium phosphate, salmon, liver, fish, turkey, ocean whitefish",40K+ bought in past month
"Blue Buffalo Homestyle Recipe Adult Wet Dog Food, Made with Natural Ingredients, Chicken and Beef Dinner Variety Pack, 12.5-oz Cans (6 Count, 3 of each)",$17.57,https://www.amazon.com/Blue-Buffalo-Homestyle-Chicken-Variety/dp/B0BMDXQ4FF/ref=sr_1_40?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-40,4.5 out of 5 stars,Blue Buffalo,All Life Stages,,10K+ bought in past month
